Locale,Key,English Value,Type
bg,"selectLocation","Select Location",missing
bg,"selectStaff","Select Staff",missing
bg,"send","Send",missing
bg,"sendBookingInvite","Send Booking Invite",missing
bg,"sendInvite","Send Invite",missing
bg,"serviceServiceidNotSelected","Service: {service}",missing
bg,"sessionApproved","Session approved!",missing
bg,"sessionRejected","Session rejected",missing
bg,"settings1","Settings",missing
bg,"REDACTED_TOKEN","Settings dialog will be implemented here.",missing
bg,"settingsSavedSuccessfully","Settings saved successfully!",missing
bg,"setup","Setup",missing
bg,"severityLogseverityname","Severity: {severity}",missing
bg,"shareLink","Share Link",missing
bg,"shareViaWhatsapp","Share via WhatsApp",missing
bg,"signIn","Sign In",missing
bg,"signInWithExistingMethod","Sign in with existing method",missing
bg,"signOut","Sign Out",missing
bg,"skip","Skip",missing
bg,"slotDeletedSuccessfully","Slot deleted successfully",missing
bg,"smsNotifications","SMS Notifications",missing
bg,"socialAccountConflictMessage","An account with email {email} already exists using a different sign-in method. Would you like to link your accounts?",missing
bg,"socialAccountConflictTitle","Account Already Exists",missing
bg,"staffArgsstaffdisplayname","Staff: {staffName}",missing
bg,"staffAvailability","Staff Availability",missing
bg,"staffManagementTools","• Staff management tools",missing
bg,"staffSelectionstaffdisplayname","Staff: {staffName}",missing
bg,"staffStaffidNotSelected","Staff: {staff}",missing
bg,"statusAppointmentstatusname","Status: {status}",missing
bg,"statusInvitestatusname","Status: {status}",missing
bg,"studioBooking","Studio Booking",missing
bg,"REDACTED_TOKEN","Studio booking is only available on web",missing
bg,"studioDashboard","Studio Dashboard",missing
bg,"studioProfile","Studio Profile",missing
bg,"submit","Submit",missing
bg,"submitBooking","Submit Booking",missing
bg,"subscribe","Subscribe",missing
bg,"subscribeNow","Subscribe Now",missing
bg,"subscribeToBasic499mo","Subscribe to Basic (€4.99/mo)",missing
bg,"subscribeToPro1499mo","Subscribe to Pro (€14.99/mo)",missing
bg,"subscribeToWidgetplanname","Subscribe to {planName}",missing
bg,"subscription","Subscription",missing
bg,"REDACTED_TOKEN","Subscription activated successfully!",missing
bg,"REDACTED_TOKEN","Subscription cancelled successfully",missing
bg,"subscriptionManagement","Subscription Management",missing
bg,"subscriptionUnavailable","Subscription unavailable",missing
bg,"success1","Success",missing
bg,"REDACTED_TOKEN","Successfully registered as Ambassador!",missing
bg,"supportTicketSubmitted","Support ticket submitted",missing
bg,"surveyEditor","Survey Editor",missing
bg,"surveyManagement","Survey Management",missing
bg,"surveyResponses","Survey Responses",missing
bg,"surveyScore","Survey Score",missing
bg,"syncAppointment","Sync Appointment",missing
bg,"syncToGoogle","Sync to Google",missing
bg,"syncToOutlook","Sync to Outlook",missing
bg,"targetLogtargettypeLogtargetid","Target: {targetType} - {targetId}",missing
bg,"text","Text",missing
bg,"time","Time",missing
bg,"timeArgsslotformatcontext","Time: {time}",missing
bg,"REDACTED_TOKEN","Timestamp: {timestamp}",missing
bg,"toAvailendformatcontext","To: {endTime}",missing
bg,"toggleAvailability","Toggle Availability",missing
bg,"tryAgain","Try Again",missing
bg,"typeOpenCall","Type: Open Call",missing
bg,"REDACTED_TOKEN","\uD83D\uDCC5 {dateTime}",missing
bg,"unlimitedBookingsPerWeek","• Unlimited bookings per week",missing
bg,"update","Update",missing
bg,"updateYourBusinessInformation","Update your business information",missing
bg,"upgradeToBusiness","Upgrade to Business",missing
bg,"upload1","Upload",missing
bg,"userCid","User {id}",missing
bg,"userLoguseremail","User: {userEmail}",missing
bg,"userUserid","User $userId",missing
bg,"users1","Users",missing
bg,"valuetoint","{value}",missing
bg,"valuetointk","\${value}K",missing
bg,"verification","Verification",missing
bg,"verify","Verify",missing
bg,"viewAll1","View All",missing
bg,"viewDetails","View Details",missing
bg,"viewResponses","View Responses",missing
bg,"viewResponsesComingSoon","View responses - Coming soon!",missing
bg,"virtualPlaytime","Virtual Playtime",missing
bg,"REDACTED_TOKEN","Virtual session created! Inviting friends...",missing
bg,"welcome1","Welcome",missing
bg,"welcomeToYourStudio","Welcome to your studio",missing
bg,"REDACTED_TOKEN","You will receive a confirmation email shortly.",missing
bg,"REDACTED_TOKEN","Your payment has been processed successfully.",missing
bg,"yourUpgradeCodeUpgradecode","Your upgrade code: $upgradeCode",missing
bn,"about1","About",missing
bn,"accept1","Accept",missing
bn,"activateBusinessProfile","Activate Business Profile",missing
bn,"activityLogaction","Activity: {action}",missing
bn,"add1","Add",missing
bn,"addAvailability","Add Availability",missing
bn,"addNewClient","Add New Client",missing
bn,"addNewRoom","Add New Room",missing
bn,"addProvider","Add Provider",missing
bn,"addQuestion","Add Question",missing
bn,"admin","Admin",missing
bn,"adminBroadcast","Admin Broadcast",missing
bn,"adminDashboard","Admin Dashboard",missing
bn,"adminFreeAccess","Admin Free Access",missing
bn,"adminLogadminemail","Admin: {adminEmail}",missing
bn,"adminMetrics","Admin Metrics",missing
bn,"adminOverviewGoesHere","Admin overview goes here",missing
bn,"adminScreenTBD","Admin screen coming soon",missing
bn,"adminSettings","Admin Settings",missing
bn,"advancedReporting","• Advanced reporting",missing
bn,"allCountries","All Countries",missing
bn,"allLanguages","All Languages",missing
bn,"REDACTED_TOKEN","Allow other users to find and join this game",missing
bn,"allowPlaytime","Allow Playtime",missing
bn,"ambassadorDashboard","Ambassador Dashboard",missing
bn,"ambassadorOnboarding","Ambassador Onboarding",missing
bn,"ambassadorQuotaDashboard","Ambassador Quota Dashboard",missing
bn,"REDACTED_TOKEN","Ambassador Status: {ambassadorStatus}",missing
bn,"ambassadors","Ambassadors",missing
bn,"analytics","Analytics",missing
bn,"appVersionAndInformation","App version and information",missing
bn,"appVersionLogappversion","App Version: {appVersion}",missing
bn,"apply","Apply",missing
bn,"appointmentAppointmentid","Appointment {appointmentId}",missing
bn,"appointmentApptid","Appointment: {appointmentId}",missing
bn,"appointmentInviteappointmentid","Appointment: {appointmentId}",missing
bn,"appointmentRequests","Appointment Requests",missing
bn,"appointments","Appointments",missing
bn,"appointmentsListlength","Appointments: {count}",missing
bn,"approve","Approve",missing
bn,"REDACTED_TOKEN","Are you sure you want to cancel this appointment?",missing
bn,"REDACTED_TOKEN","Are you sure you want to delete this appointment?",missing
bn,"REDACTED_TOKEN","Are you sure you want to delete this message?",missing
bn,"REDACTED_TOKEN","Are you sure you want to delete this provider?",missing
bn,"REDACTED_TOKEN","An account already exists with this email using a different sign-in method.",missing
bn,"authErrorAppNotAuthorized","This app is not authorized to use Firebase Authentication.",missing
bn,"authErrorCodeExpired","The verification code has expired. Please request a new one.",missing
bn,"authErrorCredentialAlreadyInUse","These credentials are already associated with another account.",missing
bn,"authErrorEmailAlreadyInUse","An account with this email already exists.",missing
bn,"REDACTED_TOKEN","Email change requires verification.",missing
bn,"authErrorIdTokenExpired","The ID token has expired.",missing
bn,"authErrorIdTokenRevoked","The ID token has been revoked.",missing
bn,"authErrorInternalError","An internal error occurred. Please try again.",missing
bn,"authErrorInvalidArgument","An invalid argument was provided.",missing
bn,"authErrorInvalidClaims","Invalid custom claims provided.",missing
bn,"authErrorInvalidContinueUri","The continue URL is invalid.",missing
bn,"authErrorInvalidCreationTime","The creation time is invalid.",missing
bn,"authErrorInvalidCredential","Invalid credentials. Please try again.",missing
bn,"authErrorInvalidDisabledField","The disabled field value is invalid.",missing
bn,"authErrorInvalidDisplayName","The display name is invalid.",missing
bn,"REDACTED_TOKEN","The dynamic link domain is invalid.",missing
bn,"authErrorInvalidEmail","Please enter a valid email address.",missing
bn,"authErrorInvalidEmailVerified","The email verified value is invalid.",missing
bn,"authErrorInvalidHashAlgorithm","The hash algorithm is invalid.",missing
bn,"authErrorInvalidHashBlockSize","The hash block size is invalid.",missing
bn,"REDACTED_TOKEN","The hash derived key length is invalid.",missing
bn,"authErrorInvalidHashKey","The hash key is invalid.",missing
bn,"authErrorInvalidHashMemoryCost","The hash memory cost is invalid.",missing
bn,"REDACTED_TOKEN","The hash parallelization is invalid.",missing
bn,"authErrorInvalidHashRounds","The hash rounds value is invalid.",missing
bn,"REDACTED_TOKEN","The hash salt separator is invalid.",missing
bn,"authErrorInvalidIdToken","The ID token is invalid.",missing
bn,"authErrorInvalidLastSignInTime","The last sign-in time is invalid.",missing
bn,"REDACTED_TOKEN","Invalid multi-factor session.",missing
bn,"authErrorInvalidPageToken","The page token is invalid.",missing
bn,"authErrorInvalidPassword","The password is invalid or too weak.",missing
bn,"authErrorInvalidPhoneNumber","The phone number is invalid.",missing
bn,"authErrorInvalidProviderData","The provider data is invalid.",missing
bn,"authErrorInvalidProviderId","The provider ID is invalid.",missing
bn,"REDACTED_TOKEN","The session cookie duration is invalid.",missing
bn,"authErrorInvalidUid","The UID is invalid.",missing
bn,"authErrorInvalidUserImport","The user import record is invalid.",missing
bn,"REDACTED_TOKEN","The verification code is invalid.",missing
bn,"authErrorInvalidVerificationId","The verification ID is invalid.",missing
bn,"REDACTED_TOKEN","Maximum number of second factors exceeded.",missing
bn,"REDACTED_TOKEN","Maximum user import count exceeded.",missing
bn,"authErrorMissingAndroidPkgName","Missing Android package name.",missing
bn,"authErrorMissingContinueUri","Missing continue URL.",missing
bn,"authErrorMissingHashAlgorithm","Missing hash algorithm.",missing
bn,"authErrorMissingIosBundleId","Missing iOS bundle ID.",missing
bn,"REDACTED_TOKEN","Missing multi-factor session.",missing
bn,"REDACTED_TOKEN","Missing OAuth client secret.",missing
bn,"authErrorMissingPhoneNumber","Please enter a phone number.",missing
bn,"authErrorMissingUid","Missing UID.",missing
bn,"REDACTED_TOKEN","Please enter the verification code.",missing
bn,"authErrorMissingVerificationId","Missing verification ID.",missing
bn,"REDACTED_TOKEN","Multi-factor authentication is required.",missing
bn,"REDACTED_TOKEN","Multi-factor information not found.",missing
bn,"authErrorNetworkRequestFailed","Network error. Please check your connection and try again.",missing
bn,"authErrorOperationNotAllowed","This sign-in method is not enabled. Please contact support.",missing
bn,"REDACTED_TOKEN","This phone number is already in use.",missing
bn,"authErrorProjectNotFound","Firebase project not found.",missing
bn,"authErrorQuotaExceeded","The SMS quota for this project has been exceeded. Please try again later.",missing
bn,"authErrorRequiresRecentLogin","Please log in again to perform this operation.",missing
bn,"authErrorReservedClaims","Reserved claims provided.",missing
bn,"REDACTED_TOKEN","This second factor is already in use.",missing
bn,"authErrorSessionCookieExpired","Session cookie has expired.",missing
bn,"authErrorSessionCookieRevoked","Session cookie has been revoked.",missing
bn,"authErrorSessionExpired","Your session has expired. Please log in again.",missing
bn,"authErrorTooManyRequests","Too many failed attempts. Please try again later.",missing
bn,"authErrorUidAlreadyExists","The UID is already in use.",missing
bn,"REDACTED_TOKEN","The continue URL domain is not whitelisted.",missing
bn,"authErrorUnknown","An unknown authentication error occurred.",missing
bn,"authErrorUnsupportedFirstFactor","Unsupported first factor for multi-factor authentication.",missing
bn,"authErrorUserDisabled","This account has been disabled. Please contact support.",missing
bn,"authErrorUserNotFound","No account found with this email address.",missing
bn,"authErrorWeakPassword","Password is too weak. Please choose a stronger password.",missing
bn,"authErrorWrongPassword","Incorrect password. Please try again.",missing
bn,"autoconfirmBookings","Auto-Confirm Bookings",missing
bn,"REDACTED_TOKEN","Automatically confirm new booking requests",missing
bn,"availability","Availability",missing
bn,"backgroundApproved","Background approved!",missing
bn,"backgroundDeletedSuccessfully","Background deleted successfully!",missing
bn,"backgroundRejected","Background rejected",missing
bn,"backgroundUploadedSuccessfully","Background uploaded successfully!",missing
bn,"becomeAnAmbassador","Become an Ambassador",missing
bn,"bookAppointment","Book Appointment",missing
bn,"bookViaChat","Book via Chat",missing
bn,"booking","Booking",missing
bn,"bookingConfirmed","Booking Confirmed",missing
bn,"bookingRequest","Booking Request",missing
bn,"bookings","Bookings",untranslated
bn,"branchesLengthBranches","{branchCount} branches",missing
bn,"broadcast","Broadcast",missing
bn,"REDACTED_TOKEN","Business Appointments Entry Screen - Coming Soon",missing
bn,"businessAvailability","Business Availability",missing
bn,"REDACTED_TOKEN","Business Availability Entry Screen - Coming Soon",missing
bn,"REDACTED_TOKEN","Business Booking Entry Screen - Coming Soon",missing
bn,"businessCalendar","Business Calendar",missing
bn,"REDACTED_TOKEN","Business Completion Screen - Coming Soon",missing
bn,"REDACTED_TOKEN","Business CRM Entry Screen - Coming Soon",missing
bn,"businessDashboard","Business Dashboard",missing
